sentiment,content
Negatif,gak dicancel dichat pun gk gak aplikasi lain kasian drivernya tambahin menu chat aplikasinya
Positif,sangat ramah baik
Positif,baik ramah cepat datang
Positif,ramah berkendara sangat hati
Positif,murahke depan dilengkapi fitur foto bukti pengiriman barang
Negatif,maxim tolong iya sistem update biar detect posisi si driver sengaja menjauh titik customer mrka sengaja bgtu supaya sistem cancel otomatis parah banget nunggu lama² ngabisin waktu buat driver model gini se enak jidat merugikan waktu customer nunggu lama bisakan programmer bikin detect posisi driver bgtu supaya ga se enak jidat berkali dapat driver model gini
Positif,supirnya ramah
Positif,pelayanan sangat memuaskan
Positif,alhamdulillah cepat jemputnya
Positif,terima kasih drivernya ramah baik
Positif,sangat membantu
Positif,transportasi pas dikantongsukses selalu maxim
Positif,pelayanan bagus tepat waktu
Positif,baik ramah
Positif,mantab waktu jarak tempuh tidak mengecewakan pelayanan maxim buat pelanggan
Positif,nyaman ramah
Positif,waktu penjemputan kebersihan driver ramah
Positif,pengiriman cepat
Positif,sangat menyenangkan pelayananya
Positif,sangat puas pelayanan aplikasi maxim
Positif,biar hujan ttp antar sangat membantu buat talangi orderan
Negatif,driver nganter barang seharga rpbarangnya gak sampai tujuan cancel terus barangnya bawa kaburgimna min
Positif,maxim terbaik supir ramah mobil nyaman bersih
Positif,pengemudi ramah komunikatif
Positif,terima kasih abangnya baik terima kasih
Positif,sampai pernah kecewa
Negatif,keren sih jauh juga jemputtapi saran kasih tahu semua drivenya wajibkan bawa helm penumpangnya x order ga ada bawa helm penumpangnya
Positif,driver ramah
Positif,kurir ramah
Positif,terimakasih drivernya sangat ramah
Positif,sangat baik sopan
Negatif,maxim tuh menurutku deh oke banget lebih oke kalau dibenerin soal gmapnya kadang google jelas ada maxim gak ada mohon update soal mapnya
Negatif,oke kurang detail alamat pemberitahuan
Negatif,semoga kedepannya ada fitur kamera
Positif,sangat puas pelayanan baik
Positif,ramah sangat cepat
Positif,trimakasih abang maxim
Positif,pilih rute kala banjir sangat sangat bagus
Positif,terimakasih kakak respon nyaa cepat
Positif,cepat aman
Positif,pengemudinya baik
Negatif,kenapa maxim sulit sekali mencari driver car banyak tidak mau terima order
Positif,terima kasih ya abang semngat buat hari
Positif,terima kasih mase
Positif,driver baik cekatan trimakasih iya
Negatif,ora ditawarin hellem bagaimana saiki bintang
Positif,gercep nyaman
Negatif,masuk top up lamaaaaa tlg tingkatkan donk pelayanannya kalau buat buru g bawa uang cash kesulitan
Positif,pengemudi cepat ramah familiar
Negatif,susah banget login hadeh
Negatif,mau buka lama banget padahal jaringan bagus pakai wifi mahal lancar banget pas buka aplikasi butut maxim loading muluu sampai setengah jam an lebihh
Positif,pernah mengecewakan
Positif,bagus sekali
Negatif,titik dalam map harap update segi titik maps indrive jauh lebih bagus kasih fiture foto dalam chat memudahkan konsomen driver
Positif,ramah tepat wktsangat membantu
Positif,sangat membantu
Positif,sangat membantu
Negatif,ribet mau mesen hal daftar kan
Negatif,akun maxim saya masa masuk perangkat orang lain gatau gada pemberitahuan apa ga lihat riwayat login logoutnya terus kenapa history perjalanam diapus gitu kalau akun dipake sama org gak tahu lah keamanannya minim banget
Positif,bapak sabar wlw sya salah alamat beliau tetep mau antar
Negatif,setelah diupdate makin lambat
Negatif,titik gps tidak akurat
Positif,sukses selalu kedepan
Positif,driver baik
Positif,driver sangat baik diantar sampai alamat baik
Negatif,kocak order tiba tiba logout sendiri aneh banget aplikasi minta kode lama banget
Positif,baik ramah cekatan
Positif,ramah sopan santun
Positif,driver baik ramah
Positif,sangat memuaskan
Positif,driver baik sekali
Positif,drivers berprilaku ramah baik
Positif,mantab pelayanan
Positif,drivernya baik ramah
Positif,baik banget saya kurang rupiah gak pa drivernya
Positif,driver baik ramah
Negatif,tolong pelanggan memakai jasa maxim harap dilakukan verifikasi ktp terlebih dahulu banyak penipuan kasihan para para driver maxim
Positif,sangat koperatif pertahankan
Positif,terimakasih pak anterin ibu saya pulang
Negatif,menu dukungan menu cs kurang responsif saya ada masalah driver barang saya dikirim alamat salah kondisi rumah kosong sampai pihak maxim juga tidak memberikan solusi tidak ada menu komplain jelas
Positif,penjemputan cepat driver baik
Positif,sangat propesional bangat
Positif,pelayanan baik
Positif,tepat waktuakses juga mudahmaxim the best lah
Negatif,driver datang lumayan cepat cuman maps jalan² kampus masuk gang gang² g jangkau tolong perbanyak maps
Positif,terinakasih driver atas nama paoji mengatarkan saya sampai tujuan
Negatif,orang² disini agak laen terima orderan gk laksanakan benar aneh
Positif,pelayanan bagus
Positif,terima kasih kak jemput semoga lancar rezekinya sehat selalu selalu semangat
Positif,lebih murah tarifnya
Positif,bapaknya ramah
Positif,keren lebih mudah terjangkau
Positif,sangat cocok ramah
Positif,mksh buat driver
Negatif,mapsnya tingkatin dong soalnya ada beberapa rute ada google maps ada maxim gak ada
Positif,petugas baik
Positif,pelayanannya sangat baik
Positif,terimakasih kepada maxim perjalanan cepat sampai driver juga baik ramah
Negatif,map kurang akurat tolong perbaiki
Positif,driver sangat ramah nyambung temani cerita
Negatif,kalau menjemput juga lama lama iya
Positif,bagus murah meriah
Positif,masyaallah harga terjangkau pelayanan baik puas driver ramah
Positif,bagus tepat waktu
Positif,ramah cepat juga
Positif,pelayanan baik sekali
Positif,maxim bnr² bagus pelayanan para draiver oke semua tepat wktu pda ramah² serta murah
Positif,sangat bagus pelayanannya sabar orang
Positif,alhamdulillah drivernya baik ramah
Positif,pelayanan ramah
Positif,ramah sekali baik hati
Positif,pelayanan baik
Positif,tepat waktu aman
Positif,aneh banget harga lebih murah daripada awas juanda
Positif,driver ramah
Positif,dravernya baik ramah tolong kasih dia orderan bnyak terimakasih
Positif,pelayanan baik
Negatif,susah login pakai beberapa nomor tidak dapat kode verifikasi
Positif,trmksi bersdia mngntar putri saya brkt sekolah walo cuaca hujan anginmugi berkah njih mas
Positif,ramah sekali bapak ny terima kasih
Positif,sangat baik ramah
Negatif,bagaimana iya min masa drivernya ga punya kaspro selalu dialihkan tunai lah saya isi kaspro besar biar ga ribet bahkan dibikin ribetseharusnya semua driver peraturannya wajib punya kaspro buat apa dibuat kalau dialihkan terus kenapa kaspronya tetap kepotong padahal dialihkan tunai otomatis bagaimana sih sangat merugikan konsumen tolong dibenahi dongpagipagi ngutang dulu ga pengang tunai aduhhh
Negatif,drivernya lebih safety helm kurang bagus motornya juga ada bobrok bahkan jas ujan bau
Positif,sangat baik cepat
Negatif,kedepannya munculkan kode promonya dong
Positif,driver good tolong gacorin akun mbak baik ramah
Positif,sangat membantu adanya layanan maxim
Positif,sangat bagus cepat
Negatif,isi saldo ga masuk sampai berjamjam bagaimana mau bayar pakai nontunai coba
Negatif,akhir akhir lama banget mencari deh mana disuruh bayar biar cepat bikin terlambat udh lama bahkan disuruh bayar
Negatif,kok ga dibuka apliaksi nyaloading tra beberapa minggu
Positif,baik pelayanannya
Positif,baik aman
Positif,sangat ramah asyik buat perjalan gak jenuh
Positif,driver baik sopan mksih iya kak
Positif,sangat frest respon
Positif,layanan terbaik lengkap jas hujan smoga sehat lancar rejekinya
Positif,"awalnya coba siapa tahu dapat padahal baru pertama x aku pakai aplikasi soalnya aplikasi ijo ngk ada dapat setengah jam nungguin sangat berkesan banget bagi aku bayangin posisi dia lokasi tujuan kamu titik jemput jam setengah dua pagi tulungagung dia langsung respon on the way , sedang jalan ya mas disitu saya seneng banget langsung aku bilang nanti aku tambahin mas soalnya bagaikan pulang pergi kamu si mas mas teguh pamujiono ag rac terima kasih iya mas"
Positif,trmksh mngntarkan suamiku plng slmt semoga banyak rezki banyak orderan mlm nisehat selaluhati jalan rumah mu ada menunggu
Positif,terima kasih abang baik
Positif,membantu ketika tempat susah dapat driverdi maxim dimanapun mendapatkan driver
Negatif,kenapa aku saya tidak login padahal saya ganti nomor baru
Positif,sangat membantu dlm perjalanan
Negatif,kanapa sih arah tuju byd puri ko nyasarnya jauh bahkan jalan juana biru besar ngaco aplikasi minimal benerin dulu lah rute masa drivernya kurang tanggung jawab tersesat sama aplikasi bahkan bahkan pura bingung cari memelas biar tambahin duitnya baru jalan tambah profisioanal drivernya kurang kadang bablasan
Positif,sangat baik memuaskan
Positif,baik ramah asik ajak ngobrol
Positif,drivernya enak kalau bawa motor
Negatif,map ny kurang akurat
Negatif,bagus tinggal driver maxim kalau mengikuti gps suka nyasarpermudah pembayaran non tunai
Positif,coba dulu siapa tahu
Positif,baik sangat terima kasih
Positif,antap sih rekomen banget
Negatif,susah banget kalau hujan buat dapetin maxim mobilnya kenapa sih
Positif,puas nyaman
Positif,driver baik murah keren baru coba donlot soalnya
Positif,driver baik ramah aman
Positif,ramah aman amanah
Positif,datangnya cepat nyaman mobilnya
Negatif,pernah coba x pesen makanan online harganya memang jauh lebih murah daripada aplikasi pesan makanan online lainnya ongkos kirim waktu juga cuma ribuanseingatku dapat drivernya jarak jauh padahal tempat makannya cuma deket rumahku kasihan drivernya alhasil aku cancel sayang banget sebenarnya tolong diperbaiki terima kasih
Positif,terima kasih maxim saya pergi kemana mana orderan saya cukup lancar tidak ada bermasalah
Positif,sangat ramah sama penumpang
Negatif,tolong admin maxim drifernya diperketat masa lokasi milih sampek nunggu menit sampai sekarangpun gk ada mau drifernya sangat disayangkan padahal aplikasi ramah kantong
Positif,baik sekali tra lma untk penempatan pengantaran
Positif,bagus luar biasa
Positif,baik ramah
Positif,ramah mantap
Negatif,mencari terapisnya lama bngt gak dapat emang murah sih minta tolong map ditambahi nama jalan klu mantau driver talent sampai mana biar gampang terima kasih
Negatif,harga sangat terjangkau dimantepin alamat rute kadang tidak ada tujuan
Positif,pengemudinya sangat ramah
Positif,nyaman ramah
Negatif,sangat lama kalau pesan makanandan kebanyakan oknum beralasan padahal memang gak niat ambil orderancukup kecewamendingan apk sebelah
Positif,biar kata banjir tetap bapaknya mengantar pelanggan sampai tujuan pak sehat sllu pakmaxim the best
Negatif,driver tidak sopan berbicara tidak sewajar ngejugde saya sebutan buta padahal saya nunggu menit mempermalukan saya tempat ramai bentak sangat kecewaaa padahal sya pengguna maxim cukup lamaaa benar kelewatan sangat tidak rekomen
Positif,pengemudi achmat susanto motorcycle warna merah nopol khyi selamat menikmati perjalanan rating
Positif,ramah enak ajak ngobrol
Positif,alhamdulillah smpe slamat bapak drivernya baik banget
Negatif,order cepat tolong kok setiap order kok mahal iya
Positif,pengemudi sangat cepat ramah terhadap penumpang
Positif,respon cepat keberangkatn pelayanan cepattrimakasih maximterbaik
Positif,sangat baik nyaman
Positif,mantap respon cepat
Positif,pesan gofood biaya harga normal resto tanpa biaya tambahan mantap
Positif,sopan brsih
Positif,mantap dreve ramah
Positif,bagus sih maxim sorong jangan berubah yah maxim berada diluaran sana
Positif,layanan sangat bagus terimakasih
Negatif,tolong tingkatkan mapnya biar gampang kalau mencari tempat
Negatif,lumayan bagus cuma mappeta lokasi boleh perhatikan sering ga muncul pesanan
Positif,ramah sopan
Positif,luar biasa baik sekali drivernya
Positif,sangat puaspelayanan ramah
Positif,ramah suka membantu semoga berkah
Positif,terima kasih rekomended
Negatif,drivernya kurang ramah
Negatif,mengisi kas profesional dana udh berhasil bahkan gk ada masuk akun
Positif,transportasi online murah nyaman
Positif,driver ya ramah
Positif,bagus sekali
Positif,terimakasih mempermudah perjalanan
Positif,cepat respon tepat sasaran
Negatif,gara² salah satu driver kalian saya sampai uninstall beri bintang buat aplikasi bener² tersinggung kecewa
Positif,pelayanannya bagus sekali ramah
Negatif,x pesen driver mnta batalin semua alesannya motor mogok trebel pecah ban dipake kepasar kalau motor rusak dipake jangan dinyalain lah apk bikin ribet penumpang wilayah bandar lampung
Negatif,harga aplikasi rb pas sampai rb lain kali jangan minta tambahan tanpa persetujuan customer
Positif,pengiriman sngat cpat
Negatif,lambat naikin harga pun tidak da mau jemput sye dikota besar pun mcm tidak da driver mau ambik
Negatif,tiap kliķ alamat tujuan selalu tidak ada binggung pakai maxim
Positif,terima kasih pak ramah asik diajak ngobrol
Negatif,terlalu banyak kecewa pergi tempat wisata padahal deket stasiun ga ada pick up padahal maps banyak driver
Positif,pelajarannya baik sekali driver ramah kendaraan bersih terima kasih
Positif,murah harganya bagus pelayanan
Positif,driver ramah cepat nyaman
Positif,toko minat tutu insiatif menawarkan toko lain mantap lanjutkan perjuangan rupiah mu bos qu
Positif,sangat bagus cepat aman nyaman
Positif,terimakasih mau mengantarkan hujan semoga hari selalu penuh berkah
Positif,bagus sekali
Negatif,tulis alamat lengkap aplikasi tidak muncul menu aplikasi maxim kurang lengkap membingungkan
Positif,sangat membantu bagi tidak mempunyai kendaraan
Positif,orangnya ramah
Positif,bagus sekali harganya terjangkau sekali
Positif,bagus cepat sampai kendaraan juga bersih ramah
Negatif,harusnya ada pinalti buat driver tidak menjemputtidak muncul sama sekali menyelesaikan orderan sembarang tempat main pencet biar dapat saldo pakai e wallet kaspro bahkan berbahaya kalau dapat driver kaya ginipernah juga pakai tunai berduka mau makam bayar driver uang cash rb tidak dikembaliin padahal ongkirnya cuma rbkatanya mau kewarung mencari kembalian gak balik balik maxim lampung parah banget banyak oknum maling iya ngeriii sekali
Positif,pembayaran maxim profesional gembel tidak pakai payahhh
Negatif,parah banget saya barusan diminta ribu gara² titik maxim menyesatkan driver males jadinya gamau pakai aplikasi trauma
Positif,sangat membantu kendaraan sedang ada masalah
Positif,komunikatif ramah
Positif,bapaknya baik banget mau bantu
Positif,sangat membantu terima kasih
Positif,bagus harga terjangkau cepat
Positif,driver mantap ramah motor bersih
Negatif,sebenarnya ada bagus ada kaspro tidak ribet pegang uang cash biaya adminnya lumayan pengalaman pertama pakai kaspro bukan untung bahkan buntung jadinya bayar double menurut driver saldo gak masuk driver bayar cash buat pengaduan maxim tidak ada penjelasan sama sekali ada room chat tidak digunakan selalu pakai telepon akhirnya dapat chat sayang sekali tidak telepon chatnya dibuka kurleb jam setelahnya iya
Positif,pelayanan bagus
Positif,bagus banget coooo apk nyaa
Positif,pelayanan cukup baik ramah juga
Negatif,sangat buruk order dapat driver tiba tiba harus login trus vrivikasi ulang gak
Positif,mantap murah ramah
Negatif,call centre pengaduan aplikasi tidak cakap tanggap ketinggalan barang tidak respon cepat menghubungi driver pun chat aplikasi tidak ada respontidak fitur telpn
Positif,terbaik mantap keren
Positif,drivernya sangat baik
Positif,drivernya ramah banget
Negatif,map maxim sering salah driver sering batalin pesanan
Positif,sangat memuaskan cepat sampai
Positif,driver sangat ramah asyik ajak ngobrol
Positif,sangat membantu bagi blom bawak kereta
Positif,driver sangat cepat ramah
Positif,sangat baik sekali bapaknya sehat sehat ya pak
Negatif,orderan tidak dicancel
Positif,cepat murah ramah
Positif,cepat ramah
Positif,mantap cepat akurat
Positif,pengemudi sangat baik ramah
Positif,driver melayani penumpang baik
Positif,pelayanan ok
Positif,amanah cepat
Positif,pengemudi ramah
Positif,driver ramah²
Positif,pelayanan bagus bnget
Positif,bagus murah
Negatif,mohon tambahkan menu saldo aplikasi maxim pengisian saldo wallet kaspro menggunakan qris sehingga ada dua pilihan saldo wallet kaspro terpotong langsung saldo pemesanan terimakasih
Positif,abangnya baik bgttt
Positif,drivernya baik ramah sopan
Positif,driver keren kasih advice baik terima kasih pak maxim saya bersemangay
Positif,pelayanan sangat memuaskan semoga kedepannya lebih baik
Positif,sangat membantu
Positif,bagus cepat juga
Negatif,nggk tahu kenapa buat login susah juga telpon pun nggk
Positif,aplikasi support hp jaman dulu maju terus maxim
Positif,mudah selamat
Negatif,kecewa sih minta tolong jemput dlm terminal pulogebang pik cakung ga ada mau ambil driver iya apa argo cmn rb maka iya ga mau ambil pdhl mau jemput orang tua saya jam pagi terminal habis balik kampung tolong maxim driver iya bina kalau nama iya niat mencari rezeki ga harus lihat argo pdhl dkt
Positif,cepat sopan merasa terlindungi trimakasih maxim
Positif,pokoknya mantap lah
Positif,bp baik menolong saya kerjaan sampai rumah walaupun banjir bp ttp nge bantu makasi pa
Positif,keren supir
Positif,terima kasih iya bang hati hati jalan
Positif,keren banget sopan ramah
Positif,terbaik pokoknya si aa
Positif,driver baik
Positif,baik ramah
Positif,rajin biar hujan tetep dijemput
Negatif,map kurang hd kurang akurat kasih bintang dulu lah
Positif,driver ramah tepat waktu
Positif,mantappp driver ramah
Positif,sangat membantu
Positif,terimakasih pak tiba selamat
Positif,baik sekali driver
Positif,pelayanan sangat bagus
Positif,baik pengendara sopan hati hati
Negatif,susah mendapatkan drivernya
Positif,membantu terima kasih
Positif,terimah kasih kasih pelayanan memuaskan
Positif,krna mempermudah orang nyampe tujuan
Positif,mudah murah cepat
Negatif,cari driver sulit terlalu milih milih
Positif,ramah sopan
Positif,dravernya ramah sekali
Positif,pelayanan bagus
Positif,driver ramah tamah
Positif,abangnya baik bangetsabar jugabest
Negatif,banyak driver minta bayaran tidak tertera aplikasi khususnya area kota kupang ntt tolong maxim lebih teliti dalam perekrutan driver jngan orang gila accord driver
Positif,pelayanan bagus
Positif,sementara bintang dulu iya kalau ada peningkatan baru deh naik bintangnya
Positif,orangnya baik ramah
Positif,pelayan sangat baik
Positif,gesit murah
Positif,layanan mantapmkasih
Positif,cara berkendaranya sangat baik
Positif,sangat ramah baik best pokoknya
Positif,alhamdulillah amanah cepat terima kasih banyak
Positif,orangnye betul betul baik
Positif,sangat cepat penjemputan pengantaran tepat waktu
Negatif,awal pesanan waktu selesai pesanan aneh
Positif,mantap ramah good wanggi bersih
Positif,ramah baik
Positif,sangat mudah tidak mahal
Positif,bagus murah
Positif,baik ramah
Positif,ramah cepat
Negatif,argo tidak pemesanan awal kenapa pas selesai trip bahkan ga mengerti permainan driver apa emang permainan aplikasinya jujur awal drpda tipu gini kasihan orangbyg bawa uangnya pasan
Positif,sangat baik nyaman
Negatif,semoga pelayanan fiturnya semakin menjadi lebih baik bersaing kompetitor lain
Positif,terima kasih atas beli bubur kacang
Positif,order dipenuhi abdullah motorcycle warna merah putih nopol adb terima kasih atas perjalanan rating
Positif,baik sekali
Positif,cepat murah
Positif,baguss harga terjangkau
Positif,cepat lugas mantapppp
Positif,pelayanan ok sekali
Positif,sangat baik pelayan drivernya
Negatif,isu bohong saldo tidak digunakan
Positif,mantap menyediakan jas hujan kepada customer
Positif,drivernya ramah baik
Negatif,aplikasi menyatakan pengemudi segera sampai ternyala lama menunggu
Positif,driver ramah sekali sya diberikan candy
Positif,supir sopan datang jemput cepat
Positif,terimakasih pelayanan terbaik
Positif,pengemudi ramah
Negatif,tidak titik map
Positif,drivernya ramahkecepatan sesuaikan keinginan penumpang
Positif,semangat trus pak kerja ny
Negatif,mencari alamatnya susahpetanya tidak nongol
Positif,driver ramah
Positif,abngnya baik barang nyampe slmt
Positif,mantap harga bersain sama si ijooo
Negatif,gak guna ah eror melulu
Negatif,mengendarai sangat cepat
Negatif,pesen makanan gk ada terima padahal nunggu jam lebih
Positif,driver maxim sopan rama
Negatif,tingkatkan kebersihan dalam mobil
Positif,alhamdulillah tidak kecewa pesan sini
Negatif,sangat mengecewakan pelayanan driver
Negatif,parah masa saya nunggu lama driver setelah nyampe eh harga nambah harga pemesanan driver enak jawab sistem gak masalah hapus aplikasi banyak aplikasi ojek online lain lebih baik maxim kaya taksi jaman dulu main tembak harga setelah nyampe tujuan
Positif,terimah kasih mengantar saya deng baik smpe tujuan slmt
Positif,mantap cepat mencari tempat
Positif,pelayanan baik ramah
Positif,baik drivernya sangat santuyshelon top banget lah
Positif,terima kasih mas driver ramah sayang anak cepat
Positif,harga murah drivernya profesional ramah
Positif,sangat baik pelayanan
Positif,bapak baik ramah jujur
Positif,bapak baik banget
Positif,nyamanorderan cpat datang
Positif,cepat ramah safety
Negatif,map lag banget ga buka setengah jam nunggu ga dateng dateng akhirnya terlambat
Positif,bagus pelayanannya
Negatif,awal maxim ada kota saya saya langsung pengguna setia tarif driver ok saya ksh saya edit kna setahun belakangan tarifnya mulai naik alasan utama makin banyak oknum driver tidak ramah mundur sedikit hujan lebat masalah ngomel sepanjang jalan ojol lain turunin penumpang halaman rumah toko bahkan dpinggir jalan dsuruh jalan hujanan parkiran rumah toko sepi ga org oknum driver begini maaf saya uninstall
Negatif,udh isi saldo kaspro driver sllu menolak alsn banyak potong mncairkn dana driver mnta cash sayang bngt saldo kaspro gak trpkai
Positif,sangat memuaskan
Positif,bapak ramah baik cuyyy good job buat bapak
Negatif,alamat susah sendiri
Positif,mantap abang ramah baik
Negatif,susah banget mencari titiknya
Positif,mobil sangat nyaman bersih
Positif,smoga slalu menjaga stabilitas konsumen sangat puas layanan
Positif,pelayanan baik
Positif,ramah bagus kren
Negatif,aplikasi sangat buruk buat saya
Negatif,halo maxim tolong ditindak tegas iya driver kamu tu bnyak sekali disaat narik mengunakan celana pendek pun tidak mengunakan seragam maxim semestinya terutama diseputaran yogja terus acount driver disaat penjemputan counstumer bahkan orang sering berbeda nomor kendaraan seri motor kebanyakan berbeda juga acount didaftar pelayanan publik kok urakan kali sih kayak ngk terurus bahkan sedikitpun ngk ada teguran tegas pihak pengurus
Positif,terima kasih pak sehat sehat lancar rezekinya
Positif,driver oke banget
Positif,pelayanan cepat ramah
Positif,nyaman tenang adem
Positif,sopan ramah pertahankan
Positif,drivernya ramah baik mksh maxim sangat membantu
Positif,oke banget simple
Positif,draver ya ramah baik
Positif,sangat membantu sekali terimakasih banyak maxim
Positif,sangat membantu saya mengejar urusan
Positif,aman senang
Positif,driver ramah nyaman
Positif,rmah nyaman naik
Positif,terima kasih atas interaksi pengertian pelayanannya sangat memuaskan
Positif,pelayanannya bagus sekali
Negatif,baru pernah order mobil bayarnya dua kali lipat barang dihitung sendiri kena cash pdahal sebelah order mobil iya trserah mau bawa apa asal tidak lebih kapasitas aku juga bakal kasih tip maxim barang ada cash hampir jumlah tunai dibayar pas ditanya cash nga berapa dijwb gampang dibicarakan mau dicancel sampai mobilnya deal tetep jemput kapok langsung uninstal
Positif,assalamualaikum trmaksh abg sngguh luar bias dmi antar saya rla dlam kehujanan smga murh rejki sllu aamiiiin iya allah
Positif,terimakasih perjalanan uang menyenangkan
Positif,penjemputan cepat tidak harus lm menunggu ramah
Positif,pelayanan baik
Positif,bagus pelayanan cpt
Positif,sangat membantu
Positif,tepat waktu friendly
Positif,ramah driver bersih mobilnya
Positif,mantap sekali drive
Negatif,aplikasi aneh nunggu verifikasi ga datang giliran sekalinya dicoba bahkan nyuruh ngelewatin robot mana robotnya berbicara sembarangan
Positif,aplikasi sangat bagus
Positif,sangat memuaskan krna semua pengemudi ramah pokoknya terbaik lah sukses slalu kedepannya semua pengemudi maxiim
Negatif,top up wallet kaspro dana ga masuk kenapa
Positif,driver sangat baik
Positif,pelayanan cukup memuaskan tepat waktu
Positif,driver ramah sekali
Positif,sangat membantu
Positif,driver enak ramah baik
Positif,aplikasi ojek murah
Positif,driver baik sabar
Positif,sangat memuaskan sekali ramah
Negatif,mohon penjelasan an nusron driver b rop kenapa tarif rp rp berangkat sedangkan balik pulang tarifnya rp driver z em an wahyu hidayat ok
Positif,terima kasih pak mantab enak ngobrolnya
Negatif,sangat membantu harga murah pertahankan harga banyak oknum nakal mengatasnamakan maxim harap perhatikan
Positif,trimakasih bang antar saya
Positif,pelayanan maxim sanggat baik
Positif,bagus bermanfaat
Positif,mudah cepat
Negatif,aplikasi ngk jelas mintak akses kemarin ngk bisabisa
Positif,memudahkan sekali mengirim membeli barang
Positif,harga terjangkau cepat serta mudah gunakan aplikasinya dimana pun berada
Negatif,bagaimana iya kok cancel order food garagara g dapat driver bahkan g
Positif,sangat baikkk makasihhhhh
Positif,sampai alamat tujuan
Positif,sangat membantu
Positif,sangat baik cocok berkendaraan nyaman
Positif,bagus ramah mantap
Positif,nyaman dlm berkendara
Positif,pelayanan ramah
Positif,driver ny ramahmeski hujan deres tepat mau ambil penumpang membutuhkantrima kasih berkah selalu
Positif,pelayanannya ramah
Positif,baik sekali mas² maksim ramah tamah bersih wangi enak diajak ngobrol
Positif,sopan pelayanan baik
Positif,sangat baik hati membawa kendaraan bapak terima kasih iya pak
Positif,mantap drivernya wanita ramah baik hatikurre sumanga
Negatif,banyak kekurangan sulit jelaskan
Negatif,mapnya gak lengkap suka ngacak
Positif,terimakasih banyak mau hantar bang
Negatif,tolong map perbaiki biar gampang akurat
Positif,aplikasi sangat berguna
Positif,driver ramah baik
Negatif,jangan cuma suruh beli jaket helm tolong bagi rata orderan buat para drivernya percuma beli jaket helm resmi biar prioritas susah orderan semua driver butuh makan minum bos
Positif,bapaknya baik banget
Positif,ramahsopan kercep orangy tepat waktu barang juga aman
Negatif,pengisian saldo kaspro lama bangett bahkan setiap kali pesan uda milih pembayaran kaspro bahkan alihkan tunai secara otomatislelet
Positif,ramah baik sopan
Negatif,aku doang apa gmna dahperasaan kmaren mau pesen makanan gbsa trusserorr apa gmna kesel banget mau pesanan makanan kmren gbsa²
Positif,mantab amanah terima kasih
Negatif,driver males kalau hujan posisi kota surakartaaa
Negatif,maxim gk mesan makan bahkan menu gk tengo
Negatif,kepada yth maxim mohon mohon banget ongkosnya naikkan kalau cuaca sedang hujan apalagi kalau sedang hujan deras kasihan banget sm driver
Positif,penjemputan tepat waktu nyaman
Positif,mantapnunggunya gk lama
Positif,drivernya sangat senang mengobrol ramah
Positif,driver sangat ramah
Positif,sangat baik puas
Positif,layanan bagus harga paling kompetitif
Positif,derever ramah sopan
Positif,driver ramah baik
Negatif,kata promisi download maxim terus menggunakan promo feslink dapat iya dapat tidak digunakan padahal hari katanya besok pakai kok kemarin tidak pakai kenapaa
Positif,hemat apk tidak memakan penyimpanan ringan simpel good maxim
Positif,abg rama sama baikk bngtt
Positif,sippp pelayanan
Positif,pelayanan ramah terimakasih kak semoga lancar terus rezeki
Positif,terimakasih banyak bapak
Negatif,maxim makin kesini makin nge lag masa saya mau pesen order bahkan loading lama terus sedangkan apk sebelah saya langsung lancar
Positif,nyaman banget perjalanannya seruu
Positif,pak supir sangat ramah sabar trimakasih iya pak antarkan sampai tujuan selamat
Positif,baik ramah tepat sampai tujuan
Positif,bagus amanmurah
Positif,pelayanan baik
Positif,tepat waktu nyaman juga
Positif,sangat baik ganteng orang nyo
Positif,terbaik selalu tepat
Positif,makasi bnyak aalancar rjki alhati jalan
Positif,sangat baik ramah
Positif,sangat membantu cuaca hujan
Positif,mas oke sabar
Negatif,maxim jangkauanny cirebon sampai daerah majalengka kuningan indramayucoba kalau jangkauanny luas enak ga perlu dicirebon
Positif,bagus pelayanan pengantran titik
Positif,sangat baik nyaman cepat sampenya terimakasih dikasih buah strawbery good job
Positif,driver sangat baik ramah
Positif,pelayanan sangat baik terimakasih buat
Positif,terimakasih pak sehat selalu
Positif,orangnya ramah baik
Positif,akses mudah cepat
Positif,ramah bagus servicenya
Positif,terimakasih atas pengantaran
Positif,drivernya sopan
Positif,jemput tetap waktu
Positif,driver asik ramah
Positif,semangat iya bang mdhn berkah rezeki recomended abg ramah sopan
Positif,pelayanan baik
Positif,mksh boz semangat
Positif,waktu penjemputan
Positif,sangat baik trimakasih
Positif,pelayanan baik
Positif,terimakasih pak saya nyaman
Positif,sanggat membutuhkan bagi tidak mempunyaii kendaraan
Positif,terbaik respon ojek online
Positif,terimakasih atas perjalanannya
Positif,terimakasih mengantar saya selamat
Positif,sangat bagus sekali
Positif,sangat memuaskan
Negatif,mohon dibenerin iya aplikasinya kak masa saya sampai titik tiba tiba ada orderan baru titik awal sih
Positif,ramah cepat
Positif,mobil bersih nyaman serta wangi banget
Positif,menyenangkan pakai jasa antar jemput maxim
Positif,pengemudinya sangat ramah
