sentiment,content,at
,driver super ramah dan cekatan fasilitas super bersih 👍,2024-03-29 21:50:44
,"makasi banget buat mas nya,,, mas nya baik bamget",2024-03-29 20:50:11
,"Untuk ojeknya udah ok, tapi untuk pelayanan foodnya ngeselin kadang liat di map banyak ojolnya tapi acuh banget sama orderan makanan & ketika ingin di batalin karna kelamaan malah gk bisa, saya sampai telat sahur😒",2024-03-29 20:45:24
,bagus dan sangat baik,2024-03-29 19:50:14
,"atas nama salamn bin sulle, sungguh baik mobilnya bagus bersih sopan, mohon di kasih orderan terus, pelayanannya bagus",2024-03-29 19:42:17
,simple & mudah pengoprasian rute,2024-03-29 19:35:16
,bagus dan sabar juga ramah,2024-03-29 18:20:56
,sangat bagus pesanan gak lama,2024-03-29 17:22:01
,"terimakasih saya puasa dengan pelayanan nya , smoga sukses selalu ya👍👍",2024-03-29 16:40:06
,Sangat berguna buat transportasi,2024-03-29 15:47:12
,"terimakasih banyak, layanan memuaskan.",2024-03-29 15:46:10
,"nyaman, cepat, orang nge ramah tamah... trims",2024-03-29 14:34:02
,penjemputan nya cepet. driver nya ramah2,2024-03-29 14:25:09
,Buat login dan terima kode otp di sms tambah susah. Intinya apk maxim makin parah,2024-03-29 14:16:24
,Selamat bagi maxim yang telah memberikan yang terbaik buat pelanggan terimakasih,2024-03-29 14:08:59
,Saya kasi bintang 5 karna biayanya murah meriah. Dah gitu aja,2024-03-29 14:07:19
,"Dompet walet kenapa ini ? Tadi di alihkan ke tunai, tapi duit di dompet juga ilang...",2024-03-29 14:03:46
,pelayanan baik Dan Ramah,2024-03-29 13:55:15
,Maksim sangat bagus dari segi tarif. Selisinya jauh sama grab. Makasi maksim,2024-03-29 13:45:35
,"Developer di perbaiki lgi, waktu titik penjemputan dan tujuan kadang berubah... terbalik arah...arah titik penjemputan malah menjadi titik tujuan.....biar pelanggan nya dan driver nya tidak merasa tidak nyaman....karna ke salahah titik map nya....",2024-03-29 13:41:40
,saya dan suami sangat puas...pa supirnya baik dan ramah...👍,2024-03-29 13:15:53
,"buat drever nya rama,, layanan memuaskan",2024-03-29 13:02:41
,sangat memuaskan dgn perlayanan maxim,2024-03-29 12:59:42
,"Saya paling gak suka klo driver nya suka naikin harga yg begitu tinggi,,apalagi klo hujan,,padahal jarak nya cuma 3kilo,,,masa iya pembaran nya nyampe 27ribu,,sangat gak masuk di akal ini driver nya",2024-03-29 12:58:52
,"bagus,sangat terbantu",2024-03-29 12:47:30
,sangat memuaskan pelayanannya baik,2024-03-29 11:50:57
,sangar ramah dan sabar,2024-03-29 11:30:14
,driver ny ramah.prjalanan nyaman skli,2024-03-29 10:43:03
,"Benerin lagi map nya, biar gak buat salah paham antara driver dan customer. Masa berhenti pas di sebrang jalan raya besar saya suruh nyebrang pdhl udh jelas2 saya minta jemput sesuai titik di map Maxime mana saat itu hujan keadaan gak bawa payung lagi. Beberapa driver juga kurang disiplin waktu, suka ngaret sampe 7-10 menitan. Masa setiap order hrus bermasalah sama driver yg dimana mereka yg lalai mereka juga yg gak terima suka nyalahin bikin takut dan gak nyaman penumpang aja!!",2024-03-29 10:34:42
,baik ramah dan penyabar,2024-03-29 10:22:11
,"Drivernya gak tau jalan. Giliran dikasi tau jalan yang benar malah bilang customernya yg salah. Padahal jalan itu udah benar, akhirnya tidak diantar sampai tempat tujuan. Mapnya juga jelek banget",2024-03-29 10:16:42
,pelayanan prima dan driver nya ramah,2024-03-29 08:29:29
,"drivernya ramah , murah senyum",2024-03-29 08:17:17
,"terimakasih sudah melayani orderan , orgnya baik dan ramah",2024-03-29 08:00:24
,respon nya cepat kurir nya juga baik ..,2024-03-29 07:52:45
,driver sangat bertimbang rasa... terimakasih dan semoga biaya rezeki drivernya,2024-03-29 07:52:40
,"baik, jujur, ramah",2024-03-29 07:32:28
,sangat puas dan cepat,2024-03-29 07:28:40
,"cepat,tepat,ramah,driver nya ganteng wangi lagi the best pokonya",2024-03-29 07:13:55
,baguss semoga dpt promo,2024-03-29 06:24:30
,terima kasih ya mas....pelayanannya okee,2024-03-29 06:21:54
,sangat puas ramah,2024-03-29 05:57:23
,"cepat, bersih, ramah",2024-03-29 05:36:28
,nyaman dan ramah,2024-03-29 05:20:28
,"ramah,cepat,tepan..mantapp josss....",2024-03-29 04:46:48
,Aplikasi aneh Alamat ga lengkap !,2024-03-29 04:46:38
,"Bad akurasi terkait mapnya, dan jarang driver yang ambil orderan terlalu jauh, perlu perkembangan",2024-03-29 04:35:24
,"petunjuk driver di map terlalu kecil dan warna yg sama, jd agak susah melihat posisi driver ketika jalan, selebihnya plg semoga kedepannya bsa kirim gambar biar memudahkan driver. Oke bgt maxim",2024-03-29 03:37:37
,Alhamdulillah terima kasih kak sudah mengantar barang saya dikala jam buka puasa semoga rezeki dan usaha kakak selalu lancar dan dimudahkan aamiin.,2024-03-29 03:13:37
,senang pakai moxim murah dan terjangkau,2024-03-29 02:25:53
,"Saya udah isi saldo di kaspro, tp ga bisa dipake utk pembayaran non tunai.. udah di confirm tp ga ada jawaban dari pengelola",2024-03-29 02:07:21
,sangat memuaskan.,2024-03-29 01:48:22
,"sangat membantu, dan terjangkau",2024-03-29 01:29:54
,supir nya ramah dan sangat membantu,2024-03-28 23:43:29
,mathur nuwun sudah mengantarkan sampai tujuan..,2024-03-28 23:26:29
,"sangat membantu sekali,trmksh",2024-03-28 22:26:52
,"kelemahan maxim ini sangat buruk dari segi map suka ngaco kalo order makanya tarifnya murah, semoga kedepanya maxim makin terupdate dari segi map nya agar memudahkan para pengguna langganan order maxim dan semoga kedepanya maxim ada pembayaran order via digital seperti gojek grab",2024-03-28 22:01:07
,Sistem aplikasi perlu diperbaiki,2024-03-28 21:26:40
,"Akun saya keblokir gara2 sering dapet driver yg jauh dari titik jemput saya alhasil saya sering cancel, ketika saya login ulang kode otp ga masuk2....tolong kasih solusinya",2024-03-28 20:46:32
,sejauh ini bagus bagus,2024-03-28 18:50:28
,Tolong tambahkan fitur tamabahan tf kk Kami pengguna akun driver sering sekali kena akun viktif,2024-03-28 17:52:25
,"sehat dan sukses selalu ya pa,",2024-03-28 16:45:41
,Terima kasih Pak Maxime yang sangat ramah sudah antarkan kami dengan selamat sampai tujuan..👍👍👍,2024-03-28 16:34:43
,penjemputan sangat cepat,2024-03-28 16:06:12
,Driver Sangat Baik,2024-03-28 15:51:45
,"Tidak diantar sesuai titik,AROGAN,kecewa berat sampai kita jln kaki lumayan jauh.Tolong driver Maxim harus bisa baca MAP.",2024-03-28 15:23:51
,ramah dan satset kereeen,2024-03-28 14:49:27
,Apakah sudah bisa menggunakan e wallet kasporo?,2024-03-28 14:45:59
,Harga ongkir Makanan nya mahal banget mana gak ada diskon gak ada promo juga,2024-03-28 14:38:10
,Abang nya baik ramah dan sombong...,2024-03-28 14:28:38
,"sopir ramah, enak bawa mobilnya dan tepat waktu",2024-03-28 14:27:35
,"oke,Abang nya baik, respon cepat,dan sangat ramah...",2024-03-28 14:09:06
,murah ramah cepat,2024-03-28 13:33:54
,sangat mantap dlm membawa motor n sopan.,2024-03-28 13:31:18
,pelayanannya bagus,2024-03-28 12:56:04
,"perjalanan cepat, drivernya ramah, dan sangat membantu.",2024-03-28 12:47:27
,sayangnya tidak dapat menyusuri perjalanan kendaraan ya. Jadi konsumsn hanya menunggu pemberitahian jarak saja. Tapi ya okelah,2024-03-28 12:25:40
,"harga miring dri sebelah, mantap",2024-03-28 11:32:01
,Transportasi andalangq memang cepat dan tepat waktu penjemputan🫡,2024-03-28 11:29:02
,"Kecewa saya sama aplikasi kadang sedang lagi buru"" tpi mencari driver susah bnget",2024-03-28 10:47:34
,"Aplikasi ga jelas, Hampir semua alamat tidak ada di peta maxim",2024-03-28 10:42:44
,"cepat dan tepat,murah lagi",2024-03-28 10:05:42
,Driver car kalo ga sanggup tarif dasar. Jangan narik. Mau yang kakap doang?? Lu kira semua org yg naik car jarak Deket bayar sesuai tarif dasar? Wkwk. Dikira ga bakal dikasih tip aja. Rejeki buat org yg rajin bukan ngarepin gede terus.. Balik2 mending grab sama gocar aja.,2024-03-28 09:49:33
,bagus dan aman terpercaya cuman ada sedikit Kendal kadang suka mesan sendiri,2024-03-28 09:40:26
,drever baik dan ramah sopan,2024-03-28 09:27:27
,mantap & murah,2024-03-28 09:24:27
,"Orderan delivery tiba2 hilang sendiri sudah ditengah perjalanan, di historyorderan hilang, cs ga ada yg bisa terhubung, ngerugiin orang ini aplikasi",2024-03-28 09:03:52
,sdh oke tingkatkan terus pelayanan publik,2024-03-28 08:55:18
,"semangat drivernya mantap,,,ramah,sopan, sukses Maxim cianjur",2024-03-28 08:12:16
,abangnya sangat baik dan memuaskan,2024-03-28 08:11:52
,"alhamdulillah tepat waktu, pengemudi nya jg ramah ramah",2024-03-28 08:04:50
,bagus pertahankan terus,2024-03-28 08:03:28
,trimakasih banyak dan sehat selalu,2024-03-28 07:59:36
,"Terima kasih telah hadir di Kota Gunungsitoli Aplikasi ini, sangat membantu kami yang mau berangkat tanpa kendaraan sendiri. Pelayanan bagus, diantar sampai tujuan dgn nyaman.",2024-03-28 07:58:24
,pelayanannya sangat sangat memuaskan. terima kasih...,2024-03-28 07:55:13
,"murah bgt ongkirnya, pelayanannya okee dabest",2024-03-28 07:37:50
,lokasi titik penjemputan kurang akurat,2024-03-28 07:04:22
,"Pelayanannya baik , Bapaknya jugak ramah , Pelan* kalok berkendara , 🙏🙏 Sukses terus pak",2024-03-28 06:41:55
,"map nya ngebug, titik jemput dengan titik antar tertukar saya jadi harus bayar double",2024-03-28 05:49:35
,driver baik cepat,2024-03-28 05:42:56
,ramah cepat dan murah,2024-03-28 05:39:16
,"Jelek bgt aplikasi satu ini, udah tertera harga di aplikasinya tapi driver selalu minta lebih baru mau nerima orderan, klo kaya gini ngapain aplikasi ngasih harga murah ga guna",2024-03-28 04:15:59
,drivernya baik banget,2024-03-28 03:51:54
,barokah selalu bang,2024-03-28 02:54:21
,"Aplikasi mudah digunakan, Driver nya ramah dan nyaman",2024-03-28 02:49:35
,sangat membantu... sukses dan jaya Maxim👌👍,2024-03-28 02:40:40
,Sopir nya sabar BW motor nya jg hati2 harga LBH murah,2024-03-28 02:39:00
,Mengapa pembayaran non tunai masih belum tersedia? Memang nya ini zaman purba Develop yang jawab pun cuma chat otomatis,2024-03-28 02:25:16
,terbaik pokok nya bos ku,2024-03-28 02:12:28
,"Beberapa kali mendapatkan driver yg tidak kompeten, 2 driver tidak menyalakan AC, 3 Driver menambahkan titik pengantaran pada saat diminta lewat jalan Tol. harga lebih mahal. 1 Oknum driver tidak langsung memulai saat saya masuk kendaraan dan memulai perjalanan. Sehingga muncul biaya tunggu padahal tidak menunggu. Aplikasi tidak menyediakan komplain yg memadai. Dan teguran kepada sopir terlalu ringan. Makannya semakin banyak oknum sopir yg melakukan tindakan tindakan yang merugikan konsumen.",2024-03-28 01:27:49
,"aman dan nyaman, terimakasih kak",2024-03-28 01:18:52
,bagus tapi saya jahat jadi kasi bintang satu,2024-03-28 01:16:45
,"sangat baik,dan di sini banyak driver Maxim,jadinya lebih cepat,dan pelayanannya ramah",2024-03-28 01:11:54
,"kaka y baik,ramah 'n cepat..terima kasih maxim..",2024-03-28 01:08:41
,map nya ga lengkap,2024-03-28 01:02:28
,Murah dan cepat.,2024-03-28 00:50:45
,"Login pake nomernya gk ada sms masuk,udh di coba beberapa kali,malah gk bisa,sangat tidak berguna",2024-03-28 00:29:24
,"maaf, setidaknya membawa kembalian. klw pun tidak ada, minamal tanamkan kesabaran.",2024-03-28 00:08:31
,pelayanan sangat baik dan ramah,2024-03-28 00:05:09
,kalau bisa untuk penjemputan dan pengantaran titiknya lebih akurat lagi ya,2024-03-27 23:58:28
,"Sistem Maxim Wallet KasPro sangat buruk, saldo tidak langsung terisi setelah top up, setiap setelah pengisian saldo harus melapor dulu baru saldo masuk 👎",2024-03-27 23:01:15
,ramah dan profesional,2024-03-27 23:00:32
,cepat gak lama mantap,2024-03-27 22:20:37
,Tolong perbaiki maps nya susah banget akurasi nya,2024-03-27 21:44:52
,sangat baik... orangnya juga ramah dan santun,2024-03-27 21:35:41
,"Aplikasi yang gak memiliki support center, jika ada permasalahan masalah transaksi yang tidak direcord atau tiba"" di cancel oleh driver karna anda turun disuatu tempat itu artinya anda harus ikhlas uang anda hilang",2024-03-27 21:00:19
,sangat ramah. bersih dan Baik,2024-03-27 20:19:02
,maps ga lengkap,2024-03-27 17:36:05
,cepet sampai dan ramah drivernya,2024-03-27 16:42:31
,"Kenapa tidak bisa terinstall maxim, spa masalahnya?.",2024-03-27 16:21:59
,"Mantap, Mudah Cepat dan Tepat!!!!! Bintang Limaaaaa ⭐⭐⭐⭐⭐",2024-03-27 15:49:23
,"pengemudi banyak yg tidak ramah, saya sudah melakukan pemesanan dan harga sudah sesuai yg di apk pengemudi malah meminta lebih yg tdak sama di apk udh deal di chat walau beda harga pas turun malah minta tambahan tolong klo seperti ini sepertiny bukan saya sendiri, diberi sangsi kepd pengemudi seperti ini sangat meresahkan pengguna layananny",2024-03-27 15:44:29
,"driver nya baik, ramah, layak dijadikan driver terbaik.",2024-03-27 15:36:26
,Aplikasinya sngat bermanfaat,2024-03-27 15:30:52
,pelayanan pengemudinya sangat ramah,2024-03-27 14:40:36
,"Susah bgt daftarin no hp ,,, ampunnn aplikasi ancurrrr",2024-03-27 14:21:15
,mantap nyaman pas,2024-03-27 14:06:03
,draever nya sangat mantap,2024-03-27 13:31:00
,"buburnya mantaap, enak sekali, kurir jg ramah gercep bgt 👍👍👍",2024-03-27 13:22:21
,"pengemudi ramah sopan,",2024-03-27 13:07:53
,"drivernya ramah banget. Mksh abang maxim, sehat selaluu yaaa",2024-03-27 12:13:40
,Wah ini mksdnya apa mau cari gara2 apa gimana. Warna ijo degan tulisan mahal. Gue aduin ke yang ijo ada 2 aplikasi. biar di gugat lo.,2024-03-27 11:26:16
,driver sangat bagus pelayanannya👍,2024-03-27 11:24:14
,orderan di proses dg cepat... terima kasih,2024-03-27 11:07:20
,"driver ramah,,trimakasih, sukses terus maxim kotabumi🙏",2024-03-27 11:01:17
,"ramah, baik, dan safety..",2024-03-27 11:01:16
,"Kurang aman ut layanan pengiriman krn driver bebas batalkan pesanan sementara barang sdh proses pengiriman dan histrori pemesanan hilang di aplikasi, dan juga tdk ad layanan ut melaporkn driver yg curang, misal driver ambl ongkir double (sdh dibyr pengirim, minta ongkir lg sm penerima)",2024-03-27 10:45:17
,sangat2 puas dgn pelayanan nya. Terimakasih kak diver yudeder Kaulengu. pesanannya sangat2 pas,2024-03-27 10:40:38
,"saya puas dengan performa dari pelayanannya, tetap semangat bagi pejuang nafkah 💪💪👍",2024-03-27 10:29:57
,Aplikasi murah dari yang lain. Tapi kurang aman. Karena terkadang driver seenaknya membatalkan orderan sementara barang sudah diambil,2024-03-27 10:25:57
,pengemudinya baik sopan,2024-03-27 09:52:42
,mantap tapi adakah promonya?,2024-03-27 09:44:45
,"alhamdulillah cepat jg datangnya dan drivernya ramah, top maxim",2024-03-27 09:37:55
,Setelah update semakin loading Bakal nggk pakai lagi,2024-03-27 09:11:31
,Andai aplikasi ini kerjasama dengan shopepay atau gopay atau ovo mngkin jauh lebih berkembang..agar kita lebih mudah persen makanan karena kalau kes gak ada driver ambil karena ongkir murah dan banyak fiktiv..,2024-03-27 08:51:39
,"mapsnya msh berantakan,tolong diperbaiki ada",2024-03-27 08:39:50
,ada beberapa wilayah di kecamatan wungu yang tidak masuk di maxim,2024-03-27 08:25:15
,alhamdulillah kurir ramah dan baik. semangat untuk bang kurirnya mencari rejeki. aminn,2024-03-27 08:08:15
,pelayanan oke.. ontime.. terimakasih pak,2024-03-27 08:07:33
,pak supir nya ramah... dan tepat waktu,2024-03-27 07:55:16
,driver ya baik ramah sopan LG makasih driver terus pertahankan drivannya,2024-03-27 07:45:02
,baik Rama.. sukses selalu untuk abang nya,2024-03-27 07:27:42
,driver nya baik sekali. terima kasih pak,2024-03-27 07:16:06
,"sangat membantu,,drivernya baik dan amanah semua nya.. posisi saya di luar jkt,, bingung mau antr barang ke terminal pulogebang..alhamdulillah dapat driver yg baik dan amanah, mau nunggu sampai bis datang ambil barang saya,,walau awalnya sempat bingung dan ragu,,tapi ternyata happy ending banget,,trimakasih maxim dan para driver yg baik dan amanah😊😍🤩🤩",2024-03-27 06:48:05
,"sehat terus bapak, semangat kerja nya yaa pakk",2024-03-27 06:43:24
,Terimakasih sudah menjemput dgn cpt dan mengantar sampai tujuan.,2024-03-27 05:49:25
,"Masa lama banget nyari driver nya , mana ga bsa di batalin padahal driver nya belum dpet",2024-03-27 05:42:23
,pelayanannya bagus luar biasa sangat safety,2024-03-27 05:05:33
,Terimakasih Bapak atas pelayanan yang baik juga ramah,2024-03-27 04:20:47
,"berguna bgt di kalimantan, driver ijo sepi disini",2024-03-27 04:20:29
,makasih sudah d antar sampai tujuan...,2024-03-27 04:02:19
,Bagus tepat waktu pelayanannya. Cuma kasproku lom masuk,2024-03-27 03:22:05
,murah dan ok,2024-03-27 03:17:03
,"Kurang ajar,driver hilang tanpa jejak,udh diserahin surat,malah di bawa kabur uangnya surat tidak dikirimkan sampe tujuan.tidak ada itikad baik,gimana mau complain sedangkan data order tidak ada status hilang semua,sangat mengecewakan,jangan pakai driver apk ini,sangat merugikan.kecewa berat saya!!!",2024-03-27 02:25:36
,mobilnya nyaman sekali. ac mya dingin,2024-03-27 02:19:26
,mantap cepat dapat driver nya,2024-03-27 02:18:18
,pelayanan cepat dan ramah abangnya 👍,2024-03-27 02:16:16
,Di boongin promonya mana lagi puasa,2024-03-27 02:06:44
,"Dibohongin promonya,mana lagi bulan puasa",2024-03-27 02:05:43
,"driver nya ramah, smoga sehat selalu pak driver untuk mencari nafkah buat keluarga",2024-03-27 02:02:13
,cepat responsnya dan murah,2024-03-27 01:46:00
,cepat dan sigap,2024-03-27 01:44:24
,sungguh aplikasi ini sangat membantu orang-orang yang tidak mempunyai kendaraan pribadi,2024-03-27 01:35:34
,Layanan yang sangat Baik,2024-03-27 01:27:20
,"drivernya ramah, tahu jalan pintas menghindari jalan macet 👍",2024-03-27 01:13:25
,"Kenapa driver maxim isinya manusia ugal-ugalan di jalan? Dalam waktu 2 minggu mobil saya kena insiden dengan ojol maxim. 1 drivernya menyalip di jalan tanjakan sempit dari arah berlawanan dengan mobil saya, namun terjatuh dan motornya terlindas mobil saya, siapa yg ganti rugi? Ya saya. Bumper depan mobil lepas, biaya perbaikan 2juta. 1 hari setelah perbaikan terjadi lagi senggolan dengan ojol maxim di lokasi tanjakan yang sama. Tolong perusahaan agar lebih selektif dalam menerima driver.",2024-03-27 00:54:41
,pelayanan baik driver ramah,2024-03-27 00:41:04
,order pertama pusing bolak balik cari titik driver nyh ga fokus d titik yg sy pinta,2024-03-27 00:36:46
,terima kasih sdh mengantar anak sy sampai dgn tujuan. ada Maxim memudahkan segala urusan,2024-03-27 00:27:35
,bagus sangat membantu,2024-03-27 00:13:48
,"terimakasih sudah antar anak saya kesekolah pak ,kata anak saya bapak nya ramah.. semoga lancar terus rejekinya pak",2024-03-26 23:54:29
,nyaman gk kena hujan dan lumayan murah lagi,2024-03-26 23:47:22
,driver Sangat Baik dan Ramah,2024-03-26 23:42:49
,aplikasi merugikan mitra tutup aja aplikasi merugikan pikir otakmu bbm berapa tarif car 10rb itu dapat apa driver,2024-03-26 23:37:20
,"terima kasih pas sudah bantu saya, jaga kesehatan dan hati hati di jalan, selamat menjalankan ibadah puasa",2024-03-26 23:35:18
,Nunggunya lama banget mnding gausah dwonload aplikasi ini,2024-03-26 23:14:06
,sangat baik abangnya,2024-03-26 22:53:54
,"Parah aplikasinya,order nyari yg terdekat tapi dapetnya yg terjauh,abis itu driver akan tiba padahal masih nunggu 3menitan",2024-03-26 22:19:27
,Untuk pihak Maxim untuk driver ya pada tidak sopan semua tolonglah Kajari yang benar untuk driver ya tidak ada sopan santun,2024-03-26 21:59:48
,"sangat ramah,sopan,baik,hati-hati,datang tepat waktu.",2024-03-26 19:58:02
,sangat baik ramah rekomen banget,2024-03-26 18:27:16
,Cepat sekali kalau pakai Maxim,2024-03-26 18:11:21
,mantap abangnya penyabar bangetttttzzz 😆,2024-03-26 16:29:35
,pelayanannya sangat membantu,2024-03-26 16:04:57
,pelayanan yg bagus dan ramah,2024-03-26 15:13:18
,drivernya sopan dan ramah...mksih Maxim,2024-03-26 14:50:21
,Kurang lancar orderan nya tlg di mudahkan masuk orderan karna saya butuh benar2 mencari kebutuhan sehari2 untuk buat rumah tangga mohon pengertian nya bpk ibu terimakasih,2024-03-26 14:30:30
,"sopir ramah, pemilihan rute baik, mobil bersih👍",2024-03-26 14:20:35
,bgus pelayanannya harga terjangkau,2024-03-26 14:20:29
,sangat ramah dan bisa di ajak ngobrol,2024-03-26 14:03:50
,maxim skrg udh mahal mau saingin gojek kali trus bnyk driver minta batali alasan keperluan mendadak kalau ada kerjaan jgn dibuka aplikasinya 😤,2024-03-26 13:20:13
,layanan bagus,2024-03-26 13:04:12
,sopirnya ramah.. jemputnya tepat waktu,2024-03-26 13:01:07
,Cepat sekali sampai dipenjemputan,2024-03-26 12:59:42
,"Cepet bgt, terimakasih, maaf tdi saya sudah order 1 card tpi malah yg datang 2 car, saya tidak enak dgn bapak yg sudah di cancel, maaf bgt ya, tpi saya bener2 nge klik sekali 1 car🙏🙏",2024-03-26 12:51:33
,"drivernya baik dan sopan,👍👍👍👍👍",2024-03-26 12:18:17
,"Maxim untuk di daerah Papua tarif terlalu kecil, karna kebutuhan di papua yang tinggi jadi tolong di naikan!",2024-03-26 12:04:55
,nilai yang baik adalah hasil dari kerja keras,2024-03-26 11:58:37
,"Percuma, gabisa login. Kode otp gak masuk2 ke no saya. Sudah minta sms/tlp beberapakali. Smpe jmlh prmintaan abis. Apa karena no sy smartfriend? Kgk logis. Ksh solusi !",2024-03-26 10:55:05
,sangat baik dan ramah,2024-03-26 10:38:10
,maaf sepertinya macet lama,2024-03-26 10:12:02
,kecewa berat 😭😭 sangat sangat kecewa di buat menunggu bdjsnakakkaks aku kecewa mas,2024-03-26 10:11:26
,Map nya Lola gak lengkap trus ribet lagi kalu nyari alamat gak asik,2024-03-26 10:05:10
,mantap aplikasinya sangat memudahkan untuk liburan,2024-03-26 09:49:59
,"sangat baik dan ramah, terimakasih",2024-03-26 09:44:25
,Daftar aj susah amat,2024-03-26 09:19:09
,"Tolong di briefing lah drivernya, terutama untuk pick up soal e-walletnya. Masak saya bolak-balik rame sama driver karena ga tau soal fitur itu. Kalo ga siap sama fiturnya, mending diilangin aja fitur itu. Nyusahin orang",2024-03-26 09:15:52
,puas dengan pelayanannya,2024-03-26 08:53:46
,pelayanan memuaskan,2024-03-26 08:40:33
,"ramah,baik mau menunggu",2024-03-26 08:00:53
,kurirnya sangat baik dan ramah. tolong kasih Abang ojeknya orderan terus setiap hari. pasti pelanggan sangat senang dan puas pastinya. terimakasih,2024-03-26 07:59:39
,Banyak driver yg arogan dan meminta uang melebihi dari tarif yg tertera,2024-03-26 07:58:08
,Alhamdulillah.. maa syaa Alloh drivernya baik.. makasih pak driver,2024-03-26 07:56:53
,minta tolong titik ordernya di sesuaikan jangan mental²,2024-03-26 07:33:26
,Alhamdulillah terimakasih ya pak. pelayanan sangat baik,2024-03-26 07:22:13
,terimakasih. bpk maximnya baik dan ramah,2024-03-26 07:16:24
,sopir ramah dan tepat waktu,2024-03-26 06:48:38
,Mohon untuk lampung hargailah perjuangan kami waktu tarif 3k betapa perih pedih sengsaranya lelah hujanan panasan sekarang tarif naik pake perioritas tolonglah manjemn maxim semua driver butuh uang mkan bensin tiap hari berikan order merata jika tidak beli atribut pake trip cara lain agar kami bisa kebeli makasih semoga saran kami di pertimbangkan,2024-03-26 06:06:20
,subhanallah luar biasa mengerti dan peduli dengan seorang penyandang yang mengalami kebutaan semoga rezeki berkah terima kasih Amin,2024-03-26 05:48:50
,bagus banget app nya membantu buat orng yg mageran buat keluar nyari makanan the best lh pokok nya,2024-03-26 05:47:40
,"gajelas order makanan driver ngk dapat"" malah g bisa di cancel",2024-03-26 05:38:21
,sangat puas dengan pelayanannya,2024-03-26 05:18:18
,ramah dan baik drivernya,2024-03-26 05:11:41
,sukses sehat selalu,2024-03-26 05:11:14
,"tks.maxim semoga lancar selalu,sangat terbantu dan amanah",2024-03-26 05:10:58
,Aplikasi pembodohan waktu itu pihak Maxim ke sekolah saya untuk mempromosikan aplikasi Maxim dan katanya dapat saldo Maxim bisa digunakan untuk memesan makanan dari Maxim dan ternyata hanya diskon doank bukan untuk digunakan saldonya,2024-03-26 05:03:36
,ace nya kurang dingin.tolong di tinggkat kan lagi kenyamanan penumpang.trimaksih,2024-03-26 04:47:29
,Aplikasi simple yang anti lemot servernya Mantap maxim ☆☆☆☆,2024-03-26 04:44:45
,driver baik ramah,2024-03-26 04:26:28
,driver ramah dan sopan . cepat datang dan cepat sampai,2024-03-26 03:54:33
,"proses penjemputan cepat, layanan cepat mantap 🙏🙏",2024-03-26 03:22:44
,Bintang satu dulu baru mau mendaftar soalnya baru install aplikasinya kalau bagus baru kasih bintang lima,2024-03-26 03:14:00
,"terbantu semenjak maxim ada di kotabumi LU, semoga jangkauannya semakin luas",2024-03-26 02:47:14
,Kocak sama gambar nya bandingin sama ijo mahal kuning hemat..bukti nya driver nya banyak yang ngeluh malah lebih rame si ijo di banding si kuning wkwk..,2024-03-26 02:07:04
,"Gila banget, login pun ga bisa, untuk otorisasi nomor telepon malah tidak muncul, tapi permintaan sudah terlampau",2024-03-26 01:41:33
,luar biasa mengagumkan sekali 👍,2024-03-26 01:37:47
,"Payah driver nya emosian,istri saya jadi basah celananya gara gara di bawa ngebut padahal istri saya sudah bilang pelan pelan tapi gak di denger, payah bener bener payah.",2024-03-26 01:04:48
,pelayanan lumayan cepat harga lbh murah di banding yng lain,2024-03-26 00:28:27
,mas drivernya ramah.....,2024-03-26 00:23:58
,drivernya sangat ramah dan memuaskan,2024-03-26 00:16:45
,Aplikasi Transport paling aneh selalu dapet driver dari titik yg jauh alhasil buang buang waktu buat nunggunya bisa 5-10 menit bad banget,2024-03-25 23:26:40
,cepat dan mudah,2024-03-25 23:08:10
,"baik,sopan, selalu dipertahankan ya",2024-03-25 21:21:02
,layanan bagus,2024-03-25 19:37:42
,"pelayanan baik, sabar dan amanah",2024-03-25 18:31:40
,"pelayanan driver memuaskan,ranah & supel",2024-03-25 17:55:05
,"mantap ,amanah pokok nya ,sukses selalu maxim",2024-03-25 17:35:36
,"Saya pengguna lama di maxim, tapi saya baru buat akun lagi untuk adik saya dan pakai kode promo akun baru, masa di drivernya harganya sama aja katanya ga ada promo nya padahal di akun saya ada promonya,kecewa",2024-03-25 15:52:35
,drivernya sangat ramah dan baik,2024-03-25 15:23:58
,sangat baik dan ramah,2024-03-25 15:21:12
,"mas nya sangat ramah sekali, kalau ada bintang 10 pasti kami kasih 10😁😁😁",2024-03-25 15:11:53
,"Mobilnya nyaman, sopirnya sopan",2024-03-25 14:31:05
,Ini kok susah sekali login ya padahal udah pernah login dengan nomor yang sama,2024-03-25 14:22:19
,Jangan setiap hari Di UPDATE,2024-03-25 14:21:58
,seneng deh dapat pelayan seperti ini .semoga selalu begini .puaaaas,2024-03-25 13:10:01
,Saya tsk sengaja log out tpi ketika mau log in sangat sulit sekali tdk dpt nmer verifikasi yg masuk ke nmer saya padahal nmernya sdh benar,2024-03-25 10:52:12
,"bapak nya ramah dan sopan,ok..",2024-03-25 10:40:13
,driver ramah dan baik,2024-03-25 10:30:32
,ramah dan pelayanan nya bagus,2024-03-25 10:17:53
,cepat mas ya.makasih,2024-03-25 10:11:54
,"pelayanan cepat, ramah, baik.",2024-03-25 09:51:36
